Id	Sentence_1	Sentence_2	Class	Cosine_distance_layer_1	Cosine_distance_layer_2	Cosine_distance_layer_3	Cosine_distance_layer_4	Cosine_distance_layer_5	Cosine_distance_layer_6	Cosine_distance_layer_7	Cosine_distance_layer_8	Cosine_distance_layer_9	Cosine_distance_layer_10	Cosine_distance_layer_11	Cosine_distance_layer_12
40087	Tutti temi che hanno permesso a questo edificio di funzionare per la metà dell'anno senza nessun condizionamento.	Oggi - E qui torniamo anche sul fatto della responsabilità.	1	0.0263	0.0371	0.0403	0.0372	0.0412	0.0453	0.0508	0.0702	0.0984	0.1459	0.4252	0.5791
2653	Allora è chiaro che, come vi dicevo, torniamo al nostro albero, è chiaro che questa è una ricerca che si è sviluppata e si sviluppa lungo parecchi decenni.	Però è con i primi fumetti che ho avuto una vera illuminazione.	1	0.032	0.0572	0.0478	0.0307	0.0334	0.0375	0.0357	0.0413	0.0363	0.0474	0.036	0.0569
19566	Guarda, ci sono tante stelle marine non le puoi salvare tutte!	E quel ragazzo gli ha detto: - no, non le posso salvare tutte ma a questa le cambio la vita, e l'ha lanciata in acqua.	0	0.0319	0.0358	0.052	0.0365	0.0363	0.0406	0.0463	0.0696	0.0948	0.1374	0.4112	0.3867
155955	E io sono per questa pandemia di guarigione, anche perché da persona di scienza quello che devo leggere sono anche le scienze a fianco.	Abbiamo detto sussurri e voci.	1	0.0471	0.055	0.0671	0.0474	0.0535	0.0529	0.059	0.0645	0.0741	0.0826	0.0489	0.1206
27799	A seconda di quello che pensiamo che ci sia, noteremo questo.	E anche questo è sotto il nostro controllo.	0	0.0239	0.0321	0.0313	0.0241	0.0277	0.0324	0.0282	0.0386	0.0653	0.1107	0.1219	0.2194
197204	"L'ho voluta scrivere nel nome del progetto e nel nome del centro sportivo, che si chiama ""Play more""."	Da sempre la scienza ha l'obiettivo di andare oltre le frontiere della conoscenza e del sapere, svelandoci misteri della vita e del mondo che ci circonda.	0	0.0212	0.0332	0.0339	0.0231	0.0224	0.023	0.0238	0.0234	0.0229	0.0242	0.0889	0.1534
179114	O ha sovrascritto su di lei l'allieva che doveva essere?	E poi non mi sento abbastanza.	1	0.0362	0.0421	0.0569	0.0458	0.0469	0.0706	0.0845	0.1029	0.1383	0.1891	0.3632	0.5218
126533	"Lo siamo ancora oggi - o meglio, lo saremmo, forse è meglio dire così - perché, fin da pochi mesi successivi alla nostra nascita, già la mamma ci dice: ""no, questo è cacca, questo è brutto, questo non si fa""."	L'improvvisazione teatrale è un processo creativo grazie al quale noi mettiamo in scena storie, ambienti, personaggi che nessuno ha scritto prima.	1	0.0238	0.0531	0.0498	0.0312	0.0328	0.03	0.0327	0.0437	0.0556	0.0754	0.1787	0.1341
10561	Insomma, creerete crescita, a tantissimi livelli.	Mi sono spostata in Norvegia ormai sei anni fa, e ho visto crescere un gruppo di persone, che lavorano su questi progetti.	1	0.0316	0.0374	0.0377	0.0284	0.0281	0.037	0.0455	0.0649	0.07	0.0962	0.1608	0.1756
70726	Al che io le dico che è stata una grande e che per quella madre, e quei bambini, lei è stata un vero dono di vita, e che sono stati fortunati.	"E penso di nuovo al ""Lucky is good""."	0	0.0326	0.0577	0.0488	0.0314	0.0384	0.0419	0.0506	0.0621	0.0662	0.0875	0.0699	0.1431
136577	Il difensore deve essere un furfante, In caso di pericolo con la palla sul campo Pensare rapido e concreto, oppure torni a giocare nella foresta, perché è in gioco il campionato!	"Difensore - ""Zagueiro"" non è la semplice celebrazione di un ruolo poco considerato, ma è un vademecum per chi aspira a diventare una leggenda del calcio ma non ha la vocazione del goleador."	0	0.0185	0.0402	0.0343	0.0233	0.0206	0.0226	0.021	0.0313	0.05	0.0667	0.07	0.0713
144773	È rispettare il proprio corpo, è riuscire a praticare un'attività aerobica, magari in mezzo alla natura, senza l'ansia del telefonino o l'orologio in mano.	Volersi bene è smettere di dire sempre di si, quando si vorrebbe dire di no.	0	0.026	0.0458	0.0509	0.0327	0.0285	0.0275	0.0327	0.0619	0.1076	0.1738	0.3859	0.317
189692	Lo stile di vita moderno ci ha dato tutto ma non ci rende mai soddisfatti.	In questa meravigliosa disciplina non si tratta solo di corsa, si parla di qualcosa di più: andare oltre, la curiosità di scoprire cosa succede oltre quel limite fisico, quando il dolore è cosi insopportabile che tutto il tuo corpo ti supplica di fermarti.	1	0.024	0.0413	0.0399	0.0287	0.0393	0.0422	0.0451	0.0539	0.0629	0.093	0.1159	0.1751
24702	Considerate, invece, l'altra alternativa, quella in cui le asimmetrie sono allineate, c'è una maggioranza.	Quindi, per esempio, arriva il nostro pesciolino e questo pesciolino scappa a sinistra, poi un altro, scappa a sinistra, ancora uno, che scappa a sinistra e un altro ancora che scappa a sinistra.	0	0.0242	0.0554	0.0615	0.0436	0.0421	0.0381	0.0448	0.0649	0.0993	0.1127	0.2085	0.1509
170621	Probabilmente è destinata anche ad aumentare, o a rimanere costante.	Difficilmente diminuirà.	0	0.0419	0.0432	0.0417	0.0316	0.0366	0.0458	0.0477	0.0588	0.0728	0.0813	0.0767	0.0647
174688	Le persone non sono la malattia che hanno.	Oggi si festeggia, nel mondo, un certo tipo di persone che sono abituate a lavorare sulla disabilità.	0	0.0302	0.0445	0.0476	0.0333	0.0382	0.0478	0.0531	0.0789	0.0923	0.1073	0.0773	0.0988
22934	Se mettiamo insieme tutte queste buone abitudini, e poi andiamo a misurare, nei dieci anni di osservazione che stiamo seguendo, che stiamo facendo su questa popolazione di molisani, vediamo che i moli - sani che non seguono questi stili di vita hanno una curva di mortalità, che è quella rossa in alto, che è molto più alta, molto più pericolosa di chi, invece, vivendo nello stesso ambiente - ovviamente calcolando tutte le variabili: la variazione, qui, sono solo gli stili di vita - ha un rischio, una curva di mortalità che è molto più bassa.	Ma quanto uno più è colto, più ha sviluppato un sistema critico per resistere a questo tipo di malainformazione.	1	0.0217	0.0459	0.0496	0.0348	0.0371	0.0406	0.046	0.0456	0.0563	0.0813	0.053	0.0552
192251	Il primo dato è l'aumento della popolazione mondiale.	7.6, 2050 è domani per l'economia, 2050.	0	0.0343	0.0393	0.0345	0.0256	0.0285	0.0226	0.0256	0.0217	0.0196	0.0329	0.1408	0.2784
99183	Avranno la percezione e l'hanno già, di un tempo presente.	Siamo nell'Iperstoria.	0	0.0322	0.0509	0.064	0.0426	0.0485	0.0416	0.0432	0.0464	0.0323	0.0356	0.0729	0.1134
144045	Quindi non c'è bisogno di andare in ospedale, non c'è bisogno di pensare alle farmacie, non c'è bisogno di pensare ai farmaci.	Noi possiamo controllare la nostra salute, e anche prevedere e prevenire delle cose che temiamo in maniera che è molto più vicina all'essere sani che all'essere malati.	0	0.0171	0.024	0.0238	0.0183	0.0177	0.0228	0.027	0.0234	0.0168	0.0157	0.0267	0.1092
3703	La quinta volta, per sfinimento, l'impiegato della Camera di Commercio dice, va bene, va bene, dai.	È una riscrittura del DNA delle aziende.	1	0.0425	0.0574	0.0616	0.0542	0.0632	0.0663	0.0719	0.09	0.1433	0.1862	0.476	0.5279
124674	Se voi ascoltate quel discorso - che è qualcosa di più di un discorso: è anche un gospel, è anche un sermone - in quel discorso c'è anticipato ciò che poi è accaduto.	Allora, in quel tempo, quando Martin Luther King pronunciò quelle parole, un ragazzo nero e un ragazzo bianco non potevano salire sullo stesso autobus, non potevano andare nella stessa università.	0	0.0159	0.0347	0.058	0.0358	0.034	0.0338	0.0292	0.046	0.0674	0.0788	0.3128	0.3229
78106	Qui vedete negli ultimi 30 anni, lo sviluppo del mercato dell'animazione.	In grigio c'è quello che rappresenta il budget e il ritorno, gli introiti dei grandi film, dei grandi studi, cioè con molto budget, i film commerciali, quelli che andate solitamente a vedere al cinema con i vostri figli e i vostri nipoti.	0	0.0312	0.0486	0.0514	0.0431	0.05	0.0455	0.058	0.0479	0.0415	0.0425	0.0641	0.0973
132032	Non si nasce a questo mondo imparati, si impara dall'esperienze.	"Le reazioni a cui assisto quando, poi, dico che sono una persona sorda: ""Mi dispiace! """	0	0.033	0.0485	0.0587	0.0365	0.0379	0.0408	0.048	0.0852	0.1056	0.1402	0.2514	0.2537
42159	Esigete e cercate informazione di qualità, che c'è!	Il giornale, i giornalisti, il giornalismo, noi dovremmo essere i cani da guardia, no?	0	0.0406	0.0648	0.0788	0.0488	0.052	0.0501	0.0478	0.0814	0.1232	0.1404	0.2755	0.3172
198910	Dopo un po' di anni di esperienza come designer, sinceramente la mia esperienza è che i progetti non si finiscono mai, ma si abbandonano a un certo punto.	Ed è necessario fare ciò per lasciarli liberi di andare nel mondo.	0	0.0271	0.0495	0.0544	0.0408	0.0433	0.0451	0.0423	0.0571	0.088	0.1369	0.3429	0.251
198638	Sono conservati, ad esempio, qui a Roma, alla Biblioteca Vaticana, al Museo Antropologico di Madrid, al British Museum di Londra e alla Bodleian University Library di Oxford.	Bene, ne abbiamo studiati non tutti e 16, ma parecchi, e abbiamo osservato qualcosa di peculiare.	0	0.0358	0.0709	0.05	0.0412	0.0505	0.0526	0.0464	0.0459	0.058	0.0627	0.0579	0.0843
137681	Ho scoperto che i posti fissi di colpo sparivano, uno dopo l'altro, un istante dopo l'altro.	Ho trovato un'immagine un po' vecchia, si chiamava Fantastic CD - Rom, ed era una sorta di gigantesco portale on line, tutto appunto su questo CD che potevi guardarti a casa.	1	0.0228	0.0387	0.0357	0.0284	0.0317	0.032	0.045	0.035	0.0284	0.0269	0.0313	0.0524
131040	Cousteau diceva che nel momento in cui ha avuto la possibilità di vedere nel mare la sua vita non è stata più la stessa, non ha più potuto concepire la vita, pensare, vivere nello stesso modo.	Con questa frase ha condiviso con noi un emozione, nel momento in cui è stato in grado di superare i suoi limiti.	0	0.0133	0.0205	0.0156	0.0136	0.017	0.0185	0.0263	0.035	0.0426	0.0696	0.1849	0.2271
187335	Questa porzione si chiama Raphe Pallidus - essendo tutti nomi di aree cerebrali sono latini, di solito - ed è qua evidenziato in fluorescenza, ma adesso questi sono dettagli solo scenografici.	Questo è il motore, l'interruttore, l'accendino che fa scaldare il nostro corpo quando abbiamo bisogno di farlo, e ci fa consumare energia.	0	0.0238	0.0398	0.0528	0.0392	0.0465	0.0394	0.0426	0.0445	0.0465	0.0583	0.0769	0.2222
65990	Quanti di voi hanno, usano, un'agenda, nel telefono, in tasca?	Voglio respirare insieme a te.	1	0.0419	0.0563	0.0859	0.0545	0.0548	0.0529	0.076	0.1167	0.137	0.2123	0.3864	0.3525
191939	Quindi noi: gettiamo la spazzatura; ci laviamo i tessuti sintetici, il pile; le lavatrici buttano queste fibre di micro plastica nell'acqua; e poi ci mangiamo la nostra spazzatura.	Sta succedendo quello che noi umani facciamo da tanto tempo, e che ha decretato il nostro successo, non c'è alcun dubbio.	1	0.0209	0.0396	0.0362	0.0247	0.0256	0.028	0.0336	0.0294	0.0218	0.0243	0.0418	0.0421
68750	È la storia del Bibliomotocarro, una piccola biblioteca viaggiante a forma di casetta con tanto di tegole rosse e comignolo fumante, che suscita subito, immediatamente, piacevolezza e simpatia.	Il Bibliomotocarro ha avuto negli anni, nacque nel 1999, ha avuto negli anni la capacità di sapersi innovare rimanendo sé stesso.	1	0.0224	0.0418	0.0385	0.0311	0.033	0.0304	0.0319	0.0355	0.0463	0.0562	0.1245	0.2359
175226	Troviamo, infatti, che quasi il 70% delle riserve di acqua dolce sono concentrate in soli 13 paesi del mondo.	I problemi idrici hanno radici diverse.	0	0.0403	0.0767	0.0683	0.0599	0.0613	0.0528	0.056	0.0646	0.0783	0.1132	0.1453	0.1741
95304	Noi utilizziamo le fibre di carbonio nei materiali di altre matrici per costruire i materiali compositi.	Cosa possiamo guardare verso la natura in questo senso?	1	0.0479	0.0764	0.071	0.0502	0.0626	0.072	0.0751	0.0881	0.0934	0.1142	0.0829	0.1116
149174	Se non ci fossero gli specchi, e adesso tutte quelle immagini che ci circondano, io non lo saprei.	Noi usciamo di qui, e ci ritroviamo più o meno in questo mondo.	1	0.0174	0.0333	0.0249	0.018	0.0187	0.0222	0.026	0.0291	0.0349	0.0482	0.0327	0.0704
141297	E leggendo il libro di Jean - Marie Lehn, Premio Nobel per la Chimica nel 1987, mi sono reso conto di voler fare chimica supramolecolare.	Che cos'è la chimica supramolecolare?	0	0.0253	0.0478	0.0664	0.0569	0.0618	0.0623	0.0702	0.0928	0.107	0.1091	0.1048	0.1015
119109	"""Bravo, Ninin, bravo! """	Inutile dirvi che la cameriera mi mise forchetta, coltello, bicchiere del vino, anche quello dello spumante come i grandi, insomma, come gli adulti.	1	0.0557	0.076	0.0678	0.0489	0.0487	0.0563	0.0667	0.072	0.0702	0.1384	0.1752	0.2192
47713	Non possiamo pensare di avere sistemi di energia innovativi se non abbiamo delle cose innovative dentro le case, attorno a noi, eccetera.	Questi sono, però, prodotti legati a quei prodotti che sono più tecnologici da un punto di vista di information technology e che portano a sviluppare tutta una serie di sistemi e piattaforme di altissimo valore perché permettono di mettere insieme tante altre cose.	1	0.0225	0.0384	0.0347	0.0256	0.0319	0.0364	0.0337	0.0451	0.0448	0.0477	0.1839	0.2077
132613	In tasca noi abbiamo uno smartphone.	Buongiorno, buon pomeriggio.	1	0.0663	0.0854	0.0738	0.0512	0.0575	0.0474	0.06	0.0615	0.0787	0.193	0.1995	0.4081
82995	E anche le imprese: magari un collaboratore disonesto, un mercato che improvvisamente scompare.	E non so se qualcuno vuole provare a indovinare: se no, ve lo dico io.	1	0.0332	0.0535	0.0455	0.035	0.0402	0.0439	0.0472	0.0486	0.0503	0.0737	0.0539	0.167
103012	E questo vale un po' in tutti i settori.	Se ciascuno di coloro che sono iscritti come patologicamente obesi, nei servizi sanitari occidentali si astenesse da un'unica lattina di bibita gasata al giorno, creerebbe risorse per nutrire 56 milioni di persone.	1	0.0359	0.0573	0.0652	0.049	0.0594	0.0553	0.0653	0.0666	0.0502	0.0539	0.1165	0.1386
152237	E vedo che l'alba non è mai uguale.	Anche fosse per una piccola sfumatura, è sempre diversa.	0	0.0265	0.0401	0.0528	0.0375	0.0366	0.0313	0.0374	0.0619	0.108	0.181	0.2827	0.2639
54325	Penso al primo speaker di oggi, che ha disegnato: era una storia, ed era una storia fatta di simboli.	Ecco, sembrerebbe che questa capacità, legata alla narrazione, è quello che ha fatto sì che l'homo sapiens sapiens predominasse rispetto ad altri tipi di ominidi, con i quali, comunque, ha convissuto, e che ci consente oggi di dire che siamo dei soggetti produttori di cultura.	0	0.0171	0.0351	0.0554	0.0603	0.0602	0.0574	0.0689	0.0919	0.1117	0.1304	0.2631	0.2433
103829	Se è vero che il food design non è nuovo, o comunque che l'applicazione del design al mondo - cibo non è una novità, è vero che è invece molto più recente l'interesse del design applicato al mondo agroalimentare.	Sappiamo come creare sistemi sostenibili, abbiamo delle tecnologie pazzesche che ci possono aiutare in questo; ma non lo facciamo.	1	0.0317	0.0471	0.0607	0.0371	0.0425	0.0381	0.0396	0.0555	0.0815	0.1221	0.2406	0.2313
106793	France Johansson ha scritto un libro, Effetto Medici, in cui dice che la novità, le innovazioni nascono dall'intersezione fra culture liberali e culture scientifiche, fra artisti e scienziati e ha chiamato questo effetto 'Medici' perché era nella Firenze dei Medici, che questo per la prima volta nel Rinascimento è veramente avvenuto, questa intersezione, questa contaminazione dei saperi.	E quindi oggi, 2018, siamo nel paradiso terrestre, sappiamo tutto, abbiamo imparato tutto e il Rinascimento è qua in mezzo a noi e in tutta la nostra vita.	1	0.0314	0.0522	0.0442	0.0313	0.0351	0.0464	0.0558	0.0629	0.0683	0.0637	0.0615	0.0697
199950	Io, negli ultimi due anni, avevo avuto molti più guai di salute di quelli che avevo avuto nei precedenti 49 anni della mia vita; niente di grave, grazie a Dio, ma tutta una serie di problemi che non ho saputo leggere con la giusta attenzione.	"Così, ho ricostruito la mia mappa, cerchiando le parole in funzione dell'importanza che dovessero avere, e ho costruito il mio nuovo acronimo: TIPP, che curiosamente, in inglese, al gerundio, diventa ""tipping point"", punto di svolta."	1	0.0174	0.0356	0.0385	0.0291	0.0288	0.029	0.0285	0.042	0.0601	0.0805	0.2097	0.219
165072	Mi sono sentito morire, ok?	Siamo noi che cambiamo.	1	0.0396	0.072	0.0608	0.0369	0.0465	0.0661	0.0654	0.0812	0.1292	0.1815	0.2209	0.3818
41762	E questa è una tecnica che ho utilizzato, creare il pulsante d'aiuto.	Cioè selezionare una ristretta cerchia di amici e familiari che sappiamo ci possono aiutare per questa crisi specifica.	0	0.0199	0.0381	0.0434	0.0296	0.0402	0.0431	0.0431	0.0737	0.0963	0.1294	0.263	0.2526
62172	Passiamo alla terza preoccupazione, quella legata alla sicurezza e alla criminalità.	Bene, ogni anno gli immigrati versano alle casse dell'INPS 14 miliardi, con contributi sociali; e ogni anno prelevano dalle casse dell'INPS sette miliardi, sotto forma di prestazioni sociali di varia natura, dalla NASPI alle pensioni.	1	0.0305	0.0491	0.0608	0.0447	0.0447	0.0468	0.0608	0.0946	0.1333	0.1629	0.3884	0.3268
175208	La difficoltà ad entrare in contatto con la comunità.	Abbiamo aiutato i profughi dal Sud Sudan a passare con un campo che era grande quanto Copparo.	0	0.0229	0.0376	0.033	0.0268	0.0316	0.0323	0.035	0.0375	0.0571	0.0952	0.07	0.124
48411	Se io dico che sono contro l'immunità parlamentare, ma appena c'è un Ministro del mio Governo che deve essere giudicato voto per non farlo giudicare, anche lì vi rendete conto perché certe persone, ultimamente o precedentemente, hanno perso dieci, 12, 15 punti - perché stanno usando male l'empatia: l'hanno usata per ottenere dei vantaggi; sono stati eletti; ma hanno dimostrato di non mantenere, diciamo, la promessa.	Bene, io sono qui al centro di questo cerchio rosso, dove hanno sempre parlato i relatori dei TEDx e parlo con un linguaggio abbastanza forbito - forbito vi piace come parola?	1	0.0216	0.0465	0.0672	0.0543	0.0569	0.0532	0.0591	0.0838	0.1022	0.1386	0.2224	0.1865
